Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Lot Config,Neighborhood,House Style,Overall Qual,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Heating QC,1st Flr SF,2nd Flr SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice,Age Sold,TotBath Bsmt,TotBath AbvGr
2450,60,RL,83.0,10019,IR1,Inside,NoRidge,2Story,8,1995,Hip,VinylSd,VinylSd,BrkFace,397.0,Gd,PConc,Gd,No,ALQ,527.0,Ex,1358,1368,2726,4,1,Gd,9,1,Ex,Attchd,1995.0,RFn,3.0,725.0,307,169,350000,11,0.0,3
1013,20,RL,53.0,15401,IR1,CulDSac,StoneBr,1Story,9,2004,Hip,VinylSd,VinylSd,BrkFace,296.0,Ex,PConc,Ex,Gd,GLQ,1337.0,Ex,1884,0,1884,2,1,Ex,7,1,Gd,Attchd,2004.0,Fin,3.0,670.0,214,76,387000,4,1.0,2
1184,20,RL,103.0,16280,Reg,Inside,Veenker,1Story,8,2007,Gable,VinylSd,VinylSd,None,0.0,Ex,CBlock,Gd,Mn,GLQ,1044.0,Ex,1671,0,1671,3,1,Ex,6,1,Gd,Attchd,1976.0,RFn,2.0,550.0,280,90,290000,32,1.0,3
950,60,RL,71.0,12209,IR1,CulDSac,Mitchel,2Story,6,2002,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Ex,No,ALQ,690.0,Ex,804,1157,1961,3,1,Gd,7,1,TA,BuiltIn,2001.0,Fin,2.0,560.0,125,192,215000,8,1.0,3
2524,190,RL,79.0,13110,IR1,Corner,NWAmes,1Story,5,1972,Gable,Plywood,Plywood,BrkFace,144.0,TA,CBlock,Gd,No,GLQ,962.0,Ex,1193,0,1193,2,1,TA,6,0,0,Attchd,1972.0,Fin,2.0,501.0,140,153,146500,34,1.0,2
2513,160,FV,69.05520046484602,2651,Reg,FR2,Somerst,2Story,7,2000,Gable,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,No,GLQ,641.0,Ex,673,709,1382,3,1,Gd,6,0,0,Detchd,2000.0,Unf,2.0,490.0,153,50,165000,6,1.0,3
2028,50,RM,60.0,8520,Reg,Inside,OldTown,1.5Fin,6,1950,Gable,Stucco,Stucco,None,0.0,TA,BrkTil,TA,No,Rec,168.0,TA,1664,862,2526,5,1,Gd,10,1,Gd,Detchd,1916.0,Unf,1.0,216.0,88,15,136000,91,0.0,2
2309,20,RL,69.05520046484602,39384,IR1,CulDSac,NAmes,1Story,6,1957,Gable,Wd Sdng,Wd Sdng,Stone,902.0,TA,CBlock,Gd,Gd,ALQ,1110.0,Ex,1390,0,1390,1,1,Ex,4,2,Gd,Attchd,1957.0,Unf,2.0,550.0,0,189,252000,49,1.0,2
51,160,RL,36.0,2628,Reg,Inside,NridgHt,2Story,7,2003,Gable,VinylSd,Wd Shng,Stone,106.0,Gd,PConc,Gd,No,Unf,0.0,Ex,764,862,1626,2,1,Gd,6,0,0,BuiltIn,2003.0,RFn,2.0,474.0,0,27,175500,7,0.0,3
699,70,RM,57.0,6406,Reg,Inside,OldTown,2Story,5,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,ALQ,421.0,TA,868,690,1558,3,1,TA,7,1,Gd,Detchd,1939.0,Unf,2.0,400.0,0,36,150000,70,0.0,2
1881,20,RL,69.05520046484602,12342,IR1,Inside,NAmes,1Story,5,1978,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Unf,0.0,TA,1422,0,1422,3,1,TA,6,1,TA,Attchd,1960.0,RFn,1.0,286.0,0,0,139900,47,0.0,1
1345,50,RM,52.0,6240,Reg,Inside,BrkSide,1.5Fin,5,1992,Gable,MetalSd,MetalSd,None,0.0,TA,PConc,TA,No,Unf,0.0,TA,1128,445,1573,3,1,TA,8,1,Gd,Detchd,1930.0,Unf,2.0,360.0,0,0,162900,78,0.0,2
166,20,RL,87.0,10000,IR1,Corner,NAmes,1Story,6,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,CBlock,TA,No,Unf,0.0,TA,1116,0,1116,3,1,TA,5,0,0,Attchd,1962.0,Unf,2.0,440.0,0,0,160000,48,0.0,2
379,20,RL,80.0,11088,Reg,Inside,NWAmes,1Story,6,1998,Gable,HdBoard,HdBoard,BrkFace,144.0,TA,PConc,TA,No,ALQ,832.0,Gd,1707,0,1707,3,1,TA,7,1,TA,Attchd,1978.0,Fin,2.0,479.0,0,0,184000,31,0.0,2
2818,20,RL,134.0,17755,Reg,Inside,Edwards,1Story,5,1959,Gable,HdBoard,Plywood,BrkFace,132.0,TA,CBlock,TA,No,BLQ,176.0,TA,1466,0,1466,3,1,Fa,6,2,Gd,Attchd,1959.0,Fin,2.0,528.0,0,140,149900,47,0.0,2
1168,120,FV,69.05520046484602,4765,IR1,Inside,Somerst,1Story,9,2000,Hip,MetalSd,MetalSd,BrkFace,260.0,Gd,PConc,Gd,Av,GLQ,1027.0,Ex,1638,0,1638,2,1,Ex,5,1,TA,Attchd,2000.0,Fin,2.0,495.0,230,68,300000,8,1.0,2
1396,190,RL,69.05520046484602,10532,Reg,Corner,ClearCr,1Story,5,1960,Flat,Plywood,Plywood,Stone,275.0,TA,CBlock,TA,Mn,Rec,988.0,Gd,1721,0,1721,3,1,TA,7,2,TA,Basment,1960.0,Unf,2.0,626.0,50,84,145000,48,1.0,2
838,60,RL,65.0,15426,IR1,Inside,CollgCr,2Story,6,1997,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,821.0,Ex,928,836,1764,3,1,Gd,7,0,0,Attchd,1997.0,RFn,2.0,470.0,276,99,231500,12,1.0,3
637,20,RL,70.0,8750,Reg,Inside,NAmes,1Story,5,1956,Gable,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,No,Rec,435.0,TA,1202,0,1202,3,1,TA,6,0,0,Attchd,1956.0,RFn,1.0,304.0,0,35,120000,53,1.0,1
1826,20,RL,69.05520046484602,9945,IR1,Inside,Sawyer,1Story,5,1961,Hip,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,CBlock,TA,No,Rec,827.0,TA,988,0,988,3,1,TA,5,0,0,Detchd,1963.0,Unf,2.0,572.0,0,0,128500,46,1.0,1
173,30,RM,56.0,8960,Reg,Inside,OldTown,1Story,5,1950,Gable,WdShing,Wd Shng,None,0.0,TA,CBlock,TA,No,Unf,0.0,Gd,1028,0,1028,2,1,TA,5,1,Gd,Detchd,1927.0,Unf,2.0,360.0,0,0,115000,83,0.0,1
715,50,RM,50.0,3500,Reg,Inside,OldTown,1.5Fin,5,1950,Gable,AsbShng,AsbShng,None,0.0,TA,CBlock,TA,No,LwQ,312.0,TA,720,564,1284,2,1,TA,5,0,0,Detchd,1948.0,Unf,1.0,240.0,0,35,110000,62,0.0,2
1183,60,RL,69.05520046484602,24572,IR1,CulDSac,Veenker,2Story,9,1977,Mansard,Wd Sdng,Wd Sdng,BrkFace,1050.0,Gd,CBlock,Gd,No,GLQ,410.0,TA,1599,1345,2944,3,1,Gd,9,1,Gd,Attchd,1977.0,RFn,3.0,864.0,140,70,150000,31,0.0,4
2433,60,RL,74.0,9056,IR1,Inside,Gilbert,2Story,8,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Ex,Av,Unf,0.0,Ex,707,707,1414,3,1,Gd,6,1,Gd,Attchd,2004.0,Fin,2.0,403.0,100,35,178000,2,0.0,3
2866,70,RL,70.0,12320,IR1,Inside,Crawfor,2Story,7,1990,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0.0,Ex,959,650,1609,3,1,Gd,8,2,Gd,2Types,1963.0,Unf,3.0,579.0,0,0,199500,74,0.0,2
2311,60,RL,60.0,8238,IR1,Inside,Gilbert,2Story,6,1998,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,GLQ,700.0,Ex,813,712,1525,3,1,TA,6,1,TA,Attchd,1997.0,Fin,2.0,400.0,421,72,183500,9,1.0,3
1551,80,RM,75.0,6000,Reg,Inside,IDOTRR,SLvl,5,1967,Hip,HdBoard,Plywood,None,0.0,Fa,CBlock,Gd,Mn,Rec,257.0,Ex,1092,564,1656,3,1,TA,7,1,Po,Attchd,1967.0,Unf,1.0,288.0,0,180,126000,41,0.0,2
1049,120,RL,24.0,2529,Reg,Inside,NPkVill,1Story,7,1977,Gable,Plywood,Brk Cmn,None,0.0,TA,CBlock,Gd,No,ALQ,378.0,Fa,1055,0,1055,2,1,TA,4,0,0,Attchd,1977.0,Unf,2.0,440.0,0,38,148500,31,0.0,2
657,60,RL,60.0,10800,Reg,Inside,OldTown,2Story,5,2006,Gable,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,Unf,0.0,Ex,676,676,1352,4,1,Gd,7,0,0,Detchd,1939.0,Unf,2.0,720.0,187,0,149000,70,1.0,2
414,160,RL,24.0,2349,Reg,Inside,NPkVill,2Story,6,1977,Gable,Plywood,Brk Cmn,None,0.0,TA,CBlock,Gd,No,ALQ,389.0,TA,855,601,1456,3,1,TA,6,1,TA,Attchd,1977.0,Unf,2.0,440.0,0,28,137900,32,0.0,3
1181,120,RL,32.0,10846,IR1,CulDSac,Veenker,1Story,8,1993,Gable,BrkFace,BrkFace,None,0.0,Gd,PConc,Gd,Gd,GLQ,1619.0,Ex,1719,0,1719,1,1,Gd,6,2,Gd,Attchd,1993.0,Fin,2.0,473.0,122,30,324000,15,2.0,2
1040,160,RM,21.0,1680,Reg,Inside,BrDale,2Story,6,1973,Gable,HdBoard,HdBoard,BrkFace,359.0,TA,CBlock,TA,No,LwQ,458.0,TA,483,504,987,2,1,TA,5,0,0,Detchd,1973.0,Unf,1.0,264.0,52,0,103400,35,1.0,2
1720,120,RL,34.0,4590,Reg,Inside,NridgHt,1Story,8,2006,Gable,VinylSd,VinylSd,Stone,108.0,Gd,PConc,Gd,Mn,GLQ,24.0,Ex,1554,0,1554,2,1,Gd,6,1,Gd,Attchd,2006.0,RFn,2.0,627.0,156,73,209500,1,0.0,2
2331,60,RL,60.0,18062,IR1,CulDSac,StoneBr,2Story,10,2006,Hip,CemntBd,CmentBd,BrkFace,662.0,Ex,PConc,Ex,Gd,Unf,0.0,Ex,1528,1862,3390,5,1,Ex,10,1,Ex,BuiltIn,2006.0,Fin,3.0,758.0,204,34,545224,0,0.0,4
19,20,RL,140.0,19138,Reg,Corner,Gilbert,1Story,4,1951,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,LwQ,120.0,Ex,864,0,864,2,1,TA,4,0,0,Detchd,1951.0,Unf,2.0,400.0,0,0,141000,59,0.0,1
2438,60,RL,69.05520046484602,8658,IR1,Inside,Gilbert,2Story,6,2000,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,ALQ,732.0,Ex,1008,881,1889,3,1,TA,9,1,TA,Attchd,2000.0,Fin,2.0,431.0,0,0,215000,6,0.0,3
89,20,RL,69.05520046484602,6897,IR1,Corner,Sawyer,1Story,5,2010,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,ALQ,659.0,Ex,1040,0,1040,3,1,TA,6,0,0,Detchd,1962.0,Unf,1.0,260.0,0,104,127000,48,1.0,2
240,20,RL,75.0,9525,Reg,Inside,Edwards,1Story,5,1998,Gable,WdShing,Wd Shng,None,0.0,TA,CBlock,TA,Av,BLQ,954.0,TA,1172,0,1172,3,1,TA,5,0,0,Attchd,1954.0,Fin,1.0,366.0,240,0,128000,56,1.0,1
105,20,FV,57.0,12853,IR1,Inside,Somerst,1Story,8,2010,Gable,CemntBd,CmentBd,None,0.0,Gd,PConc,Ex,No,GLQ,1032.0,Ex,1418,0,1418,1,1,Gd,6,1,Gd,Attchd,2010.0,RFn,3.0,852.0,160,192,267916,0,1.0,2
2020,50,RM,52.0,6240,Reg,Inside,BrkSide,1.5Fin,6,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,LwQ,425.0,TA,959,408,1367,3,1,TA,6,1,Gd,Detchd,1978.0,Unf,1.0,560.0,0,0,127500,76,0.0,1
1019,20,RL,78.0,12090,IR1,Inside,NWAmes,1Story,6,1981,Gable,MetalSd,MetalSd,BrkFace,210.0,TA,CBlock,Gd,No,GLQ,588.0,TA,1422,0,1422,3,1,Gd,7,1,TA,Attchd,1981.0,Fin,2.0,576.0,276,0,175500,27,0.0,2
2132,60,RL,69.05520046484602,8826,Reg,Inside,CollgCr,2Story,7,2000,Gable,VinylSd,VinylSd,BrkFace,144.0,Gd,PConc,Gd,No,GLQ,841.0,Ex,985,857,1842,3,1,Gd,7,1,TA,Attchd,2000.0,Fin,2.0,486.0,193,96,217500,7,1.0,3
203,50,RM,57.0,8094,Reg,Inside,OldTown,1.5Fin,4,1950,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0.0,Ex,888,1074,1962,4,1,TA,9,1,TA,Detchd,1915.0,Unf,2.0,572.0,160,0,149500,95,0.0,2
420,20,RL,69.05520046484602,10710,Reg,Inside,NAmes,1Story,5,2004,Hip,HdBoard,HdBoard,BrkFace,165.0,Gd,PConc,TA,No,BLQ,644.0,Ex,1120,0,1120,3,1,TA,5,1,TA,Attchd,1966.0,RFn,2.0,656.0,0,162,148800,43,1.0,1
2333,60,RL,85.0,16056,IR1,Inside,StoneBr,2Story,9,2006,Hip,CemntBd,CmentBd,Stone,208.0,Gd,PConc,Ex,Av,GLQ,240.0,Ex,1992,876,2868,4,1,Ex,11,1,Gd,BuiltIn,2005.0,Fin,3.0,716.0,214,108,556581,1,0.0,4
632,20,RL,70.0,8400,Reg,Inside,NAmes,1Story,6,1957,Hip,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,No,ALQ,189.0,Gd,1478,0,1478,3,1,TA,6,2,Gd,Attchd,1957.0,RFn,2.0,442.0,114,0,156500,52,1.0,2
2800,60,RL,90.0,11250,Reg,Corner,CollgCr,2Story,7,1996,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,685.0,Ex,950,1045,1995,4,1,Gd,8,1,TA,Attchd,1995.0,RFn,2.0,610.0,275,170,237000,11,1.0,3
1734,20,RL,88.0,12216,IR1,Corner,Gilbert,1Story,6,2005,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Av,GLQ,918.0,Ex,1326,0,1326,3,1,Gd,6,0,0,Attchd,2005.0,Fin,2.0,388.0,120,23,203000,2,1.0,2
2327,120,RL,30.0,3701,IR1,Inside,StoneBr,1Story,8,1987,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,No,Unf,0.0,TA,1204,0,1204,2,1,TA,5,0,0,Attchd,1987.0,RFn,2.0,461.0,120,70,130000,19,0.0,2
1282,60,RL,80.0,9760,Reg,Inside,NAmes,2Story,6,1964,Gable,HdBoard,HdBoard,BrkFace,360.0,TA,CBlock,TA,Gd,GLQ,674.0,TA,798,813,1611,4,1,TA,7,0,0,Attchd,1964.0,RFn,2.0,442.0,328,128,167900,44,1.0,2
2688,190,RL,60.0,9873,Reg,Inside,BrkSide,1Story,4,1970,Gable,HdBoard,HdBoard,BrkFace,160.0,TA,CBlock,TA,Av,ALQ,789.0,TA,960,0,960,3,1,TA,6,0,0,Detchd,1970.0,Unf,2.0,576.0,0,288,129000,36,1.0,1
2581,20,RL,72.0,10011,IR1,Inside,NAmes,1Story,5,1996,Gable,HdBoard,HdBoard,BrkFace,64.0,TA,CBlock,TA,No,BLQ,360.0,TA,1236,0,1236,2,1,Gd,6,1,Fa,Attchd,1957.0,Unf,1.0,447.0,0,0,134450,49,1.0,1
2067,30,RL,69.05520046484602,25339,Reg,Inside,Sawyer,1Story,5,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0.0,Ex,1416,0,1416,3,1,Gd,7,0,0,Attchd,2007.0,Unf,2.0,576.0,0,0,112000,89,0.0,2
2115,60,RL,69.05520046484602,8883,IR1,Inside,SawyerW,2Story,7,1988,Gable,HdBoard,HdBoard,BrkFace,360.0,Gd,PConc,Gd,No,GLQ,608.0,Ex,946,927,1873,3,1,Gd,7,1,TA,Attchd,1988.0,RFn,2.0,619.0,108,48,207000,19,1.0,3
1079,160,RL,36.0,2448,Reg,Inside,NridgHt,2Story,7,2004,Gable,VinylSd,Wd Shng,Stone,106.0,Gd,PConc,Gd,No,GLQ,573.0,Ex,764,862,1626,2,1,Gd,6,0,0,BuiltIn,2003.0,RFn,2.0,474.0,0,27,154000,5,1.0,3
2615,20,RL,73.0,7100,IR1,Corner,NAmes,1Story,5,1957,Gable,WdShing,Wd Shng,None,0.0,TA,CBlock,TA,No,GLQ,708.0,TA,816,0,816,2,1,TA,5,0,0,Detchd,1957.0,Unf,1.0,308.0,0,0,129900,49,1.0,1
329,160,RM,36.0,2592,Reg,Inside,MeadowV,2Story,5,1976,Gable,CemntBd,CmentBd,None,0.0,TA,CBlock,Gd,No,Rec,129.0,TA,536,576,1112,3,1,TA,4,0,0,Attchd,1976.0,Unf,1.0,336.0,182,0,85000,34,0.0,2
1320,50,RM,69.05520046484602,5700,Reg,Inside,OldTown,1.5Fin,7,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,No,Unf,0.0,TA,572,539,1111,2,1,TA,5,1,Gd,Detchd,1982.0,Unf,1.0,288.0,0,0,116900,82,0.0,1
416,160,RL,24.0,2289,Reg,Inside,NPkVill,2Story,6,1978,Gable,Plywood,Brk Cmn,None,0.0,TA,CBlock,TA,No,ALQ,311.0,TA,855,586,1441,3,1,TA,7,1,TA,Attchd,1978.0,Unf,2.0,440.0,28,0,148500,31,0.0,3
284,190,RL,60.0,12180,Reg,Inside,Edwards,1.5Fin,4,1950,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,Gd,No,BLQ,348.0,Fa,672,252,924,2,1,Fa,5,0,0,Detchd,1941.0,Unf,1.0,280.0,0,0,80000,69,1.0,1
1385,85,RL,69.05520046484602,7400,IR1,CulDSac,Sawyer,SFoyer,5,1984,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Av,LwQ,104.0,TA,1126,0,1126,2,1,TA,5,0,0,Attchd,1984.0,Unf,2.0,506.0,178,0,152000,24,1.0,1
275,20,RL,68.0,8842,Reg,Corner,Edwards,1Story,5,1954,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,Fa,No,Unf,0.0,Ex,992,0,992,3,1,TA,6,0,0,Detchd,1954.0,Unf,1.0,319.0,60,0,155891,56,0.0,1
2024,50,RL,60.0,8850,Reg,Inside,BrkSide,1.5Fin,6,1950,Gable,Wd Sdng,Wd Shng,None,0.0,TA,PConc,TA,No,Unf,0.0,Ex,752,624,1376,3,1,Gd,7,0,0,Detchd,1977.0,Unf,2.0,576.0,0,54,165000,87,0.0,1
68,20,FV,92.0,9215,Reg,Inside,Somerst,1Story,7,2010,Hip,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0.0,Ex,1218,0,1218,2,1,Gd,4,0,0,Attchd,2009.0,RFn,2.0,676.0,0,136,204500,1,0.0,2
1910,70,RL,79.0,9480,Reg,Inside,NAmes,2Story,5,1995,Gable,MetalSd,MetalSd,Stone,224.0,TA,CBlock,TA,No,LwQ,386.0,Ex,888,756,1644,3,1,Gd,7,2,Gd,Attchd,1942.0,Unf,1.0,312.0,168,0,146500,65,0.0,2
381,20,RL,82.0,11880,IR1,Inside,NWAmes,1Story,7,1978,Gable,Plywood,Plywood,BrkFace,206.0,TA,CBlock,Gd,No,ALQ,704.0,TA,1601,0,1601,3,1,TA,7,1,TA,Attchd,1978.0,RFn,2.0,478.0,0,0,157000,31,0.0,2
1323,70,RM,60.0,10800,Reg,Inside,OldTown,2Story,7,1999,Gable,Wd Sdng,Wd Shng,None,0.0,TA,BrkTil,TA,Mn,Unf,0.0,Gd,1313,1182,2495,5,1,TA,10,1,Gd,Detchd,1950.0,Unf,2.0,342.0,0,299,184000,118,0.0,2
2432,60,RL,69.05520046484602,7861,IR1,Inside,Gilbert,2Story,6,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,457.0,Ex,807,702,1509,3,1,Gd,7,1,Gd,Attchd,2002.0,Fin,2.0,393.0,100,75,183200,4,1.0,3
777,20,RL,69.05520046484602,11616,Reg,Inside,Sawyer,1Story,5,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,CBlock,TA,No,LwQ,170.0,TA,1092,0,1092,3,1,TA,6,1,Po,Attchd,1962.0,Unf,1.0,288.0,0,20,139000,47,1.0,1
1107,60,RL,96.0,10542,Reg,Inside,NoRidge,2Story,7,1994,Hip,Wd Sdng,ImStucc,BrkFace,651.0,Gd,PConc,Gd,Gd,GLQ,1173.0,Ex,1325,1093,2418,3,1,Gd,9,1,TA,Attchd,1993.0,RFn,3.0,983.0,250,154,341000,15,1.0,3
30,160,RM,21.0,1680,Reg,Inside,BrDale,2Story,6,1971,Gable,HdBoard,HdBoard,BrkFace,504.0,TA,CBlock,TA,No,Rec,156.0,TA,483,504,987,2,1,TA,5,0,0,Detchd,1971.0,Unf,1.0,264.0,275,0,96000,39,0.0,2
282,20,RM,80.0,8546,Reg,Corner,Edwards,1Story,4,2004,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0.0,Ex,1121,0,1121,2,1,TA,5,0,0,Attchd,2003.0,RFn,2.0,440.0,132,64,140000,7,0.0,2
188,20,RM,90.0,7407,Reg,Inside,OldTown,1Story,6,1996,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,GLQ,600.0,TA,1236,0,1236,2,1,TA,6,0,0,Attchd,1957.0,Unf,2.0,923.0,0,158,149700,53,1.0,1
2356,20,RL,78.0,10140,Reg,Inside,NWAmes,1Story,5,1975,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,No,ALQ,788.0,Ex,1074,0,1074,3,1,TA,6,0,0,Attchd,1975.0,RFn,2.0,495.0,0,88,153500,31,1.0,2
1464,60,RL,65.0,8158,Reg,Inside,CollgCr,2Story,7,2003,Gable,VinylSd,VinylSd,BrkFace,252.0,Gd,PConc,Gd,No,GLQ,550.0,Ex,884,884,1768,3,1,Gd,8,0,0,Attchd,2003.0,RFn,2.0,543.0,0,63,224900,5,1.0,3
2469,20,FV,62.0,7500,Reg,Inside,Somerst,1Story,7,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0.0,Ex,1266,0,1266,3,1,Gd,6,1,TA,Attchd,2005.0,Unf,2.0,453.0,38,144,176000,1,0.0,2
1834,50,RL,85.0,10678,Reg,Inside,NoRidge,1.5Fin,8,2000,Hip,HdBoard,HdBoard,BrkFace,337.0,Gd,PConc,Gd,No,GLQ,700.0,Ex,2129,743,2872,4,1,Gd,9,1,TA,Attchd,1992.0,Fin,2.0,541.0,0,33,285000,15,0.0,3
1779,20,RL,49.0,15256,IR1,CulDSac,Somerst,1Story,8,2007,Gable,VinylSd,VinylSd,Stone,84.0,Gd,PConc,Gd,Gd,GLQ,929.0,Ex,1464,0,1464,3,1,Gd,6,0,0,Attchd,2007.0,Unf,3.0,754.0,168,160,282922,0,1.0,2
2569,60,RL,88.0,14200,Reg,Corner,NAmes,2Story,7,1966,Gable,MetalSd,MetalSd,BrkFace,309.0,TA,CBlock,TA,No,Rec,445.0,Ex,1216,941,2157,4,1,Gd,8,2,Gd,Attchd,1966.0,Fin,2.0,487.0,105,66,226000,40,0.0,3
2334,60,RL,82.0,12438,IR1,Inside,StoneBr,2Story,8,2006,Hip,VinylSd,VinylSd,BrkFace,466.0,Ex,PConc,Ex,No,Unf,0.0,Ex,1264,1312,2576,4,1,Ex,10,1,Gd,BuiltIn,2006.0,Fin,3.0,666.0,324,100,361919,0,0.0,3
2330,60,RL,59.0,16023,IR1,CulDSac,StoneBr,2Story,9,2006,Hip,VinylSd,VinylSd,BrkFace,600.0,Gd,PConc,Ex,Gd,GLQ,1218.0,Ex,1414,1384,2798,3,1,Ex,11,1,Gd,BuiltIn,2005.0,Fin,3.0,670.0,182,37,457347,1,1.0,4
2119,20,RL,155.0,20064,IR1,Inside,ClearCr,1Story,8,1976,Shed,Wd Sdng,Wd Sdng,None,0.0,Gd,CBlock,Gd,Gd,LwQ,51.0,Ex,1743,0,1743,0,1,Gd,5,2,Fa,Attchd,1976.0,Fin,2.0,529.0,646,0,279000,31,2.0,1
988,20,RL,69.05520046484602,9819,IR1,Inside,Mitchel,1Story,6,1977,Gable,Plywood,ImStucc,None,0.0,TA,PConc,TA,Gd,ALQ,1567.0,TA,1567,0,1567,2,1,Gd,5,2,TA,Attchd,1977.0,RFn,2.0,714.0,264,32,196000,32,1.0,2
382,20,RL,80.0,10400,Reg,Inside,NWAmes,1Story,7,1976,Gable,HdBoard,HdBoard,BrkFace,189.0,TA,CBlock,Gd,No,Unf,0.0,TA,1370,0,1370,3,1,TA,6,1,TA,Attchd,1976.0,RFn,2.0,479.0,0,0,152000,33,0.0,2
670,90,RL,91.0,11643,Reg,Inside,NAmes,2Story,5,1969,Gable,MetalSd,MetalSd,BrkFace,368.0,TA,CBlock,TA,No,LwQ,500.0,TA,1338,1296,2634,6,2,TA,12,0,0,Detchd,1969.0,Unf,4.0,968.0,0,0,200000,40,2.0,4
2760,20,RL,78.0,11645,Reg,Inside,CollgCr,1Story,8,2006,Hip,VinylSd,VinylSd,BrkFace,198.0,Gd,PConc,Ex,Gd,GLQ,1122.0,Ex,1590,0,1590,2,1,Ex,6,0,0,Attchd,2005.0,Fin,3.0,754.0,176,80,294900,1,1.0,3
543,20,RL,61.0,7328,Reg,Inside,SawyerW,1Story,7,2009,Gable,VinylSd,VinylSd,BrkFace,140.0,Gd,PConc,Gd,No,Unf,0.0,Ex,1450,0,1450,2,1,Gd,6,0,0,Attchd,2008.0,RFn,3.0,788.0,0,93,224243,1,0.0,2
2835,50,RL,72.0,7822,Reg,Corner,Edwards,1.5Fin,6,1950,Gable,AsbShng,AsbShng,None,0.0,TA,BrkTil,Fa,No,Unf,0.0,TA,846,492,1338,3,1,TA,7,0,0,Detchd,1974.0,Unf,2.0,528.0,0,0,92000,91,0.0,2
1735,60,RL,65.0,9018,IR1,Inside,Gilbert,2Story,7,2007,Hip,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,Unf,0.0,Ex,728,728,1456,3,1,Gd,8,1,Gd,Attchd,2007.0,Fin,2.0,400.0,100,24,179540,0,0.0,3
448,20,RL,103.0,13472,Reg,Inside,NridgHt,1Story,10,2003,Hip,VinylSd,VinylSd,BrkFace,922.0,Ex,PConc,Ex,Gd,GLQ,56.0,Ex,2392,0,2392,3,1,Ex,8,1,Ex,Attchd,2003.0,Fin,3.0,968.0,248,105,386250,6,0.0,2
2287,180,RM,69.05520046484602,1533,Reg,Inside,MeadowV,SLvl,4,1970,Gable,CemntBd,CmentBd,None,0.0,TA,CBlock,Gd,Av,GLQ,503.0,TA,530,462,992,2,1,TA,4,0,0,BuiltIn,1970.0,Fin,1.0,297.0,112,97,106500,37,1.0,1
